date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:02:08	24667/24667	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:35%20GMT	https://askbootstrap.com/preview/swiggi/template2/restaurant.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/restaurant.html	(from )
21:02:08	129/129	---MCZ	200	added ('OK')	text/plain	etag:W/%22b9-5ba20d59-c7e563c35dc5d877;;;%22	https://askbootstrap.com/robots.txt		(from )
21:02:09	14432/14432	---M--	200	added ('OK')	image/png	etag:%223860-60d26b56-fa462df3e9688251;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/logo.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/logo.png	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:10	1327/1327	---M-Z	200	added ('OK')	text/css	etag:%2252f-60d26b57-bceb665d2707e203;gz%22	https://askbootstrap.com/preview/swiggi/template2/vendor/slick/slick.min.css	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/slick/slick.min.css	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:15	2342/2342	---M-Z	200	added ('OK')	text/css	etag:%22926-60d26b57-7e6047bf4b9c410e;gz%22	https://askbootstrap.com/preview/swiggi/template2/vendor/slick/slick-theme.min.css	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/slick/slick-theme.min.css	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:16	13382/13382	---M-Z	200	added ('OK')	text/css	etag:%223446-60d26b57-372fdb134374c167;gz%22	https://askbootstrap.com/preview/swiggi/template2/vendor/icons/feather.css	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/icons/feather.css	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:17	160403/160403	---M-Z	200	added ('OK')	text/css	etag:%2227293-60d26b57-4ae347d34b26055f;gz%22	https://askbootstrap.com/preview/swiggi/template2/vendor/bootstrap/css/bootstrap.min.css	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/bootstrap/css/bootstrap.min.css	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:17	21680/21680	---M-Z	200	added ('OK')	text/css	etag:%2254b0-60d26b56-7960ca1d2efdaa35;gz%22	https://askbootstrap.com/preview/swiggi/template2/css/style.css	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/css/style.css	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:18	22250/22250	---M-Z	200	added ('OK')	text/css	etag:%2256ea-60d26b57-591db3ee87afddec;gz%22	https://askbootstrap.com/preview/swiggi/template2/vendor/sidebar/demo.css	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/sidebar/demo.css	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:18	33284/33284	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/home.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/home.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:19	7456/7456	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/contact-us.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/contact-us.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:21	283780/283780	---M--	200	added ('OK')	image/png	etag:%2245484-60d26b57-b15a92a1422f75dc;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/trending1.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/trending1.png	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:22	13523/13523	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:35%20GMT	https://askbootstrap.com/preview/swiggi/template2/checkout.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/checkout.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:22	288920/288920	---M--	200	added ('OK')	image/png	etag:%2246898-60d26b57-16ef2c6419101467;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/trending3.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/trending3.png	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:22	329617/329617	---M--	200	added ('OK')	image/png	etag:%2250791-60d26b57-155c586841c061ca;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/trending2.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/trending2.png	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:23	13605/13605	---M--	200	added ('OK')	image/jpeg	etag:%223525-60d26b56-417bbece66e0eb2b;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/starter1.jpg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/starter1.jpg	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:23	13078/13078	---M--	200	added ('OK')	image/jpeg	etag:%223316-60d26b56-61eee67bb1f2ca34;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/starter2.jpg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/starter2.jpg	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:24	13692/13692	---M--	200	added ('OK')	image/jpeg	etag:%22357c-60d26b56-48281e4b967959dd;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/starter3.jpg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/starter3.jpg	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:24	4930/4930	---M--	200	added ('OK')	image/png	etag:%221342-60d26b57-3bbe2d9c4fe8a9f7;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/reviewer1.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/reviewer1.png	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:25	4686/4686	---M--	200	added ('OK')	image/png	etag:%22124e-60d26b57-a3b08f3be1de45b6;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/reviewer3.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/reviewer3.png	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:26	4659/4659	---M--	200	added ('OK')	image/png	etag:%221233-60d26b57-d2a409d961478954;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/reviewer4.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/reviewer4.png	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:26	4697/4697	---M--	200	added ('OK')	image/png	etag:%221259-60d26b57-e0a9369e70f2c017;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/reviewer5.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/reviewer5.png	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:27	4783/4783	---M--	200	added ('OK')	image/png	etag:%2212af-60d26b57-43382b8142f4eb03;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/reviewer6.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/reviewer6.png	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:27	4999/4999	---M--	200	added ('OK')	image/png	etag:%221387-60d26b57-fea0d4e9ddcdbf2e;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/reviewer2.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/reviewer2.png	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:28	2123/2123	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/index.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/index.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:29	6047/6047	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:35%20GMT	https://askbootstrap.com/preview/swiggi/template2/landing.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/landing.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:29	6751/6751	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/login.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/login.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:30	6773/6773	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:35%20GMT	https://askbootstrap.com/preview/swiggi/template2/signup.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/signup.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:31	6476/6476	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/forgot_password.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/forgot_password.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:31	6701/6701	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/verification.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/verification.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:32	5351/5351	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:35%20GMT	https://askbootstrap.com/preview/swiggi/template2/location.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/location.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:32	7079/7079	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/select_country.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/select_country.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:33	26510/26510	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/trending.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/trending.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:34	10646/10646	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:35%20GMT	https://askbootstrap.com/preview/swiggi/template2/most_popular.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/most_popular.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:34	7968/7968	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:35%20GMT	https://askbootstrap.com/preview/swiggi/template2/recipe.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/recipe.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:35	9115/9115	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/map.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/map.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:35	13492/13492	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/payment.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/payment.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:36	14791/14791	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/profile.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/profile.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:37	13459/13459	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/favorites.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/favorites.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:37	14673/14673	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/filters.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/filters.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:38	10550/10550	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/terms.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/terms.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:39	13264/13264	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:35%20GMT	https://askbootstrap.com/preview/swiggi/template2/faq.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/faq.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:39	10666/10666	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:35%20GMT	https://askbootstrap.com/preview/swiggi/template2/privacy.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/privacy.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:44	5377/5377	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/not-found.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/not-found.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:45	5367/5367	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:35%20GMT	https://askbootstrap.com/preview/swiggi/template2/maintence.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/maintence.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:48	6279/6279	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jun%202021%2022:59:35%20GMT	https://askbootstrap.com/preview/swiggi/template2/coming-soon.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/coming-soon.html	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:49	88145/88145	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215851-60d26b57-b1dab760770372ce;gz%22	https://askbootstrap.com/preview/swiggi/template2/vendor/jquery/jquery.min.js	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/jquery/jquery.min.js	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:50	81084/81084	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213cbc-60d26b57-9866be0feca77051;gz%22	https://askbootstrap.com/preview/swiggi/template2/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
21:02:50	42863/42863	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a76f-60d26b57-39e12b724f9565ad;gz%22	https://askbootstrap.com/preview/swiggi/template2/vendor/slick/slick.min.js	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/slick/slick.min.js	(from https://askbootstrap.com/preview/swiggi/template2/restaurant.html)
